/Data/20211006203839.csv
Time, Head.Position.x, Head.Position.y, Head.Position.z, rightHand.Position.x, rightHand.Position.y, rightHand.Position.z, leftHand.Position.x, leftHand.Position.y, leftHand.Position.z, Head.Rotation.x, Head.Rotation.y, Head.Rotation.z, rightHand.Rotation.x, rightHand.Rotation.y, rightHand.Rotation.z, leftHand.Rotation.x, leftHand.Rotation.y, leftHand.Rotation.z, Square, Triangle, Pentagon
0.3533334, 0.005248886, -0.05009824, -0.8735915, 1.583852, 0.6471189, -0.3756905, 1.583852, 0.6471189, -0.3756905, 357.1501, 1.131257, 0.03406111, 281.8253, 116.0883, 83.4526, 281.8253, 116.0883, 83.4526, True, False, False
0.4615034, 0.005351972, -0.05000659, -0.8732888, 1.584342, 0.6474705, -0.3760669, 1.584342, 0.6474705, -0.3760669, 357.1241, 1.118178, 0.02838001, 281.8293, 116.0434, 83.50238, 281.8293, 116.0434, 83.50238, True, False, False
0.5633137, 0.005322322, -0.05005899, -0.8733008, 1.584123, 0.6472805, -0.3757796, 1.584123, 0.6472805, -0.3757796, 357.1252, 1.129445, 0.01711287, 281.8212, 115.9987, 83.54617, 281.8212, 115.9987, 83.54617, True, False, False
0.6905335, 0.005272027, -0.04993464, -0.8731472, 1.584226, 0.6473401, -0.3758955, 1.584226, 0.6473401, -0.3758955, 357.1339, 1.124836, 0.007344356, 281.8285, 116.0324, 83.50101, 281.8285, 116.0324, 83.50101, True, False, False
0.8068771, 0.005253058, -0.04995394, -0.873137, 1.584253, 0.6473072, -0.3758385, 1.584253, 0.6473072, -0.3758385, 357.1385, 1.129895, 0.009196417, 281.8404, 116.0042, 83.53505, 281.8404, 116.0042, 83.53505, True, False, False
0.9118701, 0.005301874, -0.04996752, -0.8732558, 1.584145, 0.6473173, -0.3758826, 1.584145, 0.6473173, -0.3758826, 357.1331, 1.131047, 0.0215986, 281.832, 116.0148, 83.52087, 281.832, 116.0148, 83.52087, True, False, False
1.02205, 0.005299941, -0.04993739, -0.8731664, 1.583961, 0.6472312, -0.3756757, 1.583961, 0.6472312, -0.3756757, 357.1453, 1.123841, 0.01830284, 281.8173, 115.9849, 83.55578, 281.8173, 115.9849, 83.55578, True, False, False
1.127696, 0.005199529, -0.04984676, -0.8730661, 1.584065, 0.6471992, -0.3757429, 1.584065, 0.6471992, -0.3757429, 357.1472, 1.126716, 0.0170959, 281.827, 116.0037, 83.53824, 281.827, 116.0037, 83.53824, True, False, False
1.242974, 0.005134899, -0.04991114, -0.8733264, 1.583924, 0.6471589, -0.3756504, 1.583924, 0.6471589, -0.3756504, 357.1417, 1.124052, 0.01833919, 281.8209, 115.9805, 83.56602, 281.8209, 115.9805, 83.56602, True, False, False
1.346064, 0.005184125, -0.04990195, -0.8730572, 1.583884, 0.647204, -0.3756795, 1.583884, 0.647204, -0.3756795, 357.1513, 1.138213, -0.0001553921, 281.8195, 116.0409, 83.51675, 281.8195, 116.0409, 83.51675, True, False, False
1.448279, 0.005035583, -0.04981303, -0.8729733, 1.58323, 0.6467132, -0.375031, 1.58323, 0.6467132, -0.375031, 357.1522, 1.14097, -0.00158724, 281.8234, 115.996, 83.55801, 281.8234, 115.996, 83.55801, True, False, False
1.561412, 0.005044915, -0.04975846, -0.8728487, 1.583336, 0.6468515, -0.375324, 1.583336, 0.6468515, -0.375324, 357.1584, 1.1381, 0.0004245974, 281.8203, 116.0572, 83.4995, 281.8203, 116.0572, 83.4995, True, False, False
1.676538, 0.005129538, -0.04981145, -0.8730391, 1.5838, 0.6470825, -0.3753219, 1.5838, 0.6470825, -0.3753219, 357.14, 1.153677, -0.004406832, 281.8205, 115.9783, 83.57676, 281.8205, 115.9783, 83.57676, True, False, False
1.785695, 0.005026631, -0.0499364, -0.8731136, 1.583321, 0.6468739, -0.3753259, 1.583321, 0.6468739, -0.3753259, 357.1445, 1.133267, -0.0002688673, 281.8275, 116.0786, 83.46803, 281.8275, 116.0786, 83.46803, True, False, False
1.900636, 0.005257636, -0.04988031, -0.8730398, 1.583674, 0.6468905, -0.3754089, 1.583674, 0.6468905, -0.3754089, 357.1457, 1.13062, -0.0004657494, 281.8167, 115.9501, 83.59232, 281.8167, 115.9501, 83.59232, True, False, False
2.041121, -7.779151E-05, -0.05071143, -0.01499578, 1.568236, 0.6462399, 0.5146127, 1.568236, 0.6462399, 0.5146127, 357.1338, 359.9619, 0.0183395, 281.8165, 114.7943, 83.58503, 281.8165, 114.7943, 83.58503, True, False, False
2.152244, -0.0001124181, -0.05064145, -0.01508004, 1.568534, 0.6464275, 0.5143945, 1.568534, 0.6464275, 0.5143945, 357.1416, 359.9631, -0.001103077, 281.8213, 114.8506, 83.52888, 281.8213, 114.8506, 83.52888, True, False, False
2.287462, -0.0001258589, -0.05060674, -0.01510651, 1.568919, 0.6465915, 0.5140228, 1.568919, 0.6465915, 0.5140228, 357.1421, 359.9634, 0.01067238, 281.8116, 114.824, 83.55899, 281.8116, 114.824, 83.55899, True, False, False
2.397829, -1.434237E-05, -0.05067808, -0.01505479, 1.568718, 0.6465731, 0.5141544, 1.568718, 0.6465731, 0.5141544, 357.1437, 359.9491, 0.02846677, 281.8092, 114.821, 83.56139, 281.8092, 114.821, 83.56139, True, False, False
2.506624, -0.0003098398, -0.05080352, -0.01506241, 1.568933, 0.646694, 0.5140164, 1.568933, 0.646694, 0.5140164, 357.1427, 359.9595, 0.0082926, 281.8219, 114.8781, 83.49709, 281.8219, 114.8781, 83.49709, True, False, False
2.60761, -0.0003558546, -0.05075058, -0.01502732, 1.568703, 0.6467248, 0.5140944, 1.568703, 0.6467248, 0.5140944, 357.1391, 359.9677, 0.006030632, 281.8138, 114.8376, 83.54245, 281.8138, 114.8376, 83.54245, True, False, False
2.718678, -3.008544E-05, -0.05059486, -0.01500655, 1.569353, 0.6469279, 0.5138812, 1.569353, 0.6469279, 0.5138812, 357.1374, 359.9728, -0.005722748, 281.8101, 114.7856, 83.59568, 281.8101, 114.7856, 83.59568, True, False, False
