/Data/20211211154210.csv
Time, Head.Position.x, Head.Position.y, Head.Position.z, rightHand.Position.x, rightHand.Position.y, rightHand.Position.z, leftHand.Position.x, leftHand.Position.y, leftHand.Position.z, Head.Rotation.x, Head.Rotation.y, Head.Rotation.z, rightHand.Rotation.x, rightHand.Rotation.y, rightHand.Rotation.z, leftHand.Rotation.x, leftHand.Rotation.y, leftHand.Rotation.z, Square, Triangle, Pentagon
0.142599, -1.151208, 1.234007, -0.7650803, 0.05616951, 1.070482, -0.1897955, -0.06700659, 1.06602, -0.151679, 38.25756, 268.2061, 10.42505, 332.1898, 63.25716, 276.467, 339.0471, 302.7829, 78.78814, True, False, False
0.2517088, -0.3237109, 1.534835, -0.1827306, 0.06588745, 1.051094, -0.1855631, -0.06300545, 1.041072, -0.1694732, 29.35565, 13.2063, 31.98293, 340.2491, 55.19699, 280.9213, 352.5587, 297.7419, 75.65298, True, False, False
0.3624973, -0.3017543, 1.534989, -0.1692218, 0.06406832, 1.050191, -0.1811743, -0.05635834, 1.04062, -0.177022, 30.2154, 13.05545, 31.65146, 345.7305, 35.16485, 286.0956, 349.9516, 298.8831, 76.11043, True, False, False
0.462713, -0.2847368, 1.536841, -0.1635644, 0.06534243, 1.04568, -0.1835809, -0.05527878, 1.038234, -0.1788526, 30.64807, 13.79544, 32.42801, 351.2773, 43.6437, 282.6133, 352.2054, 295.1178, 76.91101, True, False, False
0.5629406, -0.2632549, 1.534202, -0.1612608, 0.0662446, 1.035525, -0.1883397, -0.05041361, 1.032625, -0.1834898, 29.32815, 15.19554, 29.94504, 353.6389, 45.34816, 284.5341, 346.7039, 297.7754, 76.08168, True, False, False
0.6738753, -0.2328565, 1.532861, -0.157717, 0.07538271, 1.02358, -0.1994734, -0.06112289, 1.021788, -0.1764483, 25.76341, 14.33327, 23.91353, 340.4752, 55.15704, 291.3805, 335.838, 296.5429, 74.06017, True, False, False
0.7859241, -0.1836437, 1.536582, -0.1468391, 0.1059294, 1.000827, -0.2015386, -0.08493233, 0.9980873, -0.1709542, 23.39751, 11.07485, 19.07024, 322.9678, 58.11712, 301.3058, 319.3979, 301.0647, 66.94456, True, False, False
0.8955538, -0.1333302, 1.536712, -0.1352583, 0.1273766, 0.9546029, -0.2088785, -0.1081572, 0.958878, -0.160491, 20.94008, 4.055346, 15.89388, 320.8232, 51.69171, 319.0241, 312.6108, 319.3097, 44.8078, True, False, False
0.9958228, -0.1069975, 1.537005, -0.1315584, 0.1317592, 0.9132294, -0.2254086, -0.1181965, 0.9075024, -0.1759109, 17.66551, 357.912, 14.55232, 326.3817, 46.94504, 328.5779, 316.5437, 337.0716, 22.74129, True, False, False
1.106614, -0.09504254, 1.543722, -0.1493649, 0.1318531, 0.882647, -0.2418423, -0.1285539, 0.8656279, -0.1982193, 15.03592, 354.3531, 13.80256, 331.1236, 45.87128, 334.2774, 322.9265, 345.3096, 10.32975, True, False, False
1.207133, -0.0983004, 1.550927, -0.1813299, 0.1342587, 0.8723435, -0.2473121, -0.1353908, 0.8498077, -0.2073755, 12.87863, 353.6586, 11.26827, 329.8836, 44.55556, 337.8079, 324.8539, 347.4898, 7.006177, True, False, False
1.318045, -0.1074754, 1.552377, -0.2117655, 0.1386523, 0.8619253, -0.2474957, -0.1371818, 0.8390085, -0.2159886, 8.881332, 352.7902, 5.733613, 332.3011, 43.51158, 341.3472, 328.0961, 347.6645, 6.138793, True, False, False
1.419058, -0.108752, 1.549669, -0.2268273, 0.1361823, 0.8564088, -0.244123, -0.1413031, 0.8362007, -0.2178497, 6.707684, 350.7806, 2.884522, 334.5895, 41.06165, 343.506, 329.5288, 345.6625, 6.826036, True, False, False
1.521389, -0.09547022, 1.545294, -0.2402108, 0.1317072, 0.8552052, -0.2367706, -0.1472516, 0.8343269, -0.2194138, 5.031062, 349.3123, 3.030302, 336.2945, 39.94662, 343.9508, 329.8012, 342.3374, 8.142557, True, False, False
1.628931, -0.08218927, 1.544649, -0.2614087, 0.1280956, 0.8564221, -0.2326899, -0.1553388, 0.8310322, -0.2238746, 5.409017, 349.1826, 3.877639, 336.6104, 39.25235, 343.7212, 330.0098, 339.1988, 8.966704, True, False, False
1.733119, -0.08064815, 1.542287, -0.2753519, 0.1266837, 0.8552138, -0.2334385, -0.1579442, 0.8277099, -0.228786, 3.539543, 349.4539, 1.996375, 336.2183, 39.13195, 343.8629, 329.1967, 339.5767, 8.840628, True, False, False
1.835789, -0.0791131, 1.540007, -0.2834201, 0.1266189, 0.8509049, -0.238873, -0.1579905, 0.8278653, -0.2290354, 2.663099, 349.7422, 1.255846, 337.3346, 40.78612, 343.4351, 328.8011, 341.591, 8.112106, True, False, False
