/Data/20220308171132.csv
Time, Head.Position.x, Head.Position.y, Head.Position.z, rightHand.Position.x, rightHand.Position.y, rightHand.Position.z, leftHand.Position.x, leftHand.Position.y, leftHand.Position.z, Head.Rotation.x, Head.Rotation.y, Head.Rotation.z, rightHand.Rotation.x, rightHand.Rotation.y, rightHand.Rotation.z, leftHand.Rotation.x, leftHand.Rotation.y, leftHand.Rotation.z, Square, Triangle, Pentagon
0.3533334, -0.6837411, 0.7298971, -1.691077, 0.08749557, 1.021475, -0.1183223, 0, 0, 0, 9.810061, 53.9696, 359.8771, 298.422, 60.02281, 295.5575, 0, 0, 0, True, False, False
0.4578736, -0.3263546, 0.8736203, -1.527687, 0.08870029, 1.021949, -0.1226157, 0, 0, 0, 9.535305, 37.29593, 358.2975, 298.4742, 60.33189, 295.3127, 0, 0, 0, True, False, False
0.5664042, -0.3213246, 0.8956387, -1.514692, 0.08989692, 1.022002, -0.1252132, 0, 0, 0, 8.303457, 33.60102, 0.7667606, 298.5477, 60.38512, 295.3987, 0, 0, 0, True, False, False
0.6672916, -0.3249937, 0.9075627, -1.496315, 0.09137869, 1.022095, -0.126607, 0, 0, 0, 5.789094, 25.98893, 3.284075, 298.5323, 60.49721, 295.4302, 0, 0, 0, True, False, False
0.7774804, -0.3409616, 0.9113013, -1.46561, 0.0912571, 1.022209, -0.1298581, 0, 0, 0, 3.925753, 17.52994, 3.701845, 298.5376, 60.667, 295.2065, 0, 0, 0, True, False, False
0.888078, -0.3650932, 0.9123338, -1.445469, 0.09122205, 1.024078, -0.131874, 0, 0, 0, 3.070988, 9.422255, 2.765988, 298.5343, 61.25471, 294.5753, 0, 0, 0, True, False, False
0.988282, -0.3858253, 0.9104397, -1.442118, 0.08576798, 1.031718, -0.1308348, 0, 0, 0, 2.2828, 4.00204, 1.249025, 302.1142, 62.85124, 292.7159, 0, 0, 0, True, False, False
1.098955, -0.4058882, 0.9058615, -1.443481, 0.05400848, 1.086205, -0.1159264, 0, 0, 0, 1.661709, 1.78549, 0.1549439, 302.1927, 69.71394, 278.6994, 0, 0, 0, True, False, False
1.199391, -0.4276982, 0.9009627, -1.448398, -0.004546881, 1.170239, -0.09905156, 0, 0, 0, 2.176544, 2.835712, 359.8309, 297.5386, 64.27977, 266.733, 0, 0, 0, True, False, False
1.310804, -0.465265, 0.8994819, -1.433192, -0.05165601, 1.248887, -0.1009807, 0, 0, 0, 0.675444, 1.410659, 359.7805, 288.3532, 75.76665, 245.1043, 0, 0, 0, True, False, False
1.421044, -0.5272331, 0.9023487, -1.402574, -0.0349772, 1.305573, -0.07654795, 0, 0, 0, 359.7002, 357.2597, 358.8275, 293.9921, 94.29144, 236.625, 0, 0, 0, True, False, False
1.522106, -0.5847875, 0.9095451, -1.367288, 0.01499271, 1.319206, -0.06717941, 0, 0, 0, 358.2681, 354.2362, 357.1902, 300.1102, 110.5312, 235.3541, 0, 0, 0, True, False, False
1.631754, -0.6266277, 0.9147292, -1.321747, 0.03449798, 1.291319, -0.07481965, 0, 0, 0, 357.4689, 350.4009, 356.6378, 300.223, 98.64637, 245.3983, 0, 0, 0, True, False, False
1.732686, -0.6531983, 0.9171491, -1.276352, 0.03324151, 1.253689, -0.0991151, 0, 0, 0, 356.4718, 345.1755, 356.433, 298.0951, 99.3037, 240.6931, 0, 0, 0, True, False, False
1.839573, -0.6717613, 0.9238822, -1.217047, 0.03653836, 1.209095, -0.117109, 0, 0, 0, 358.2122, 335.5505, 357.5581, 300.0669, 88.88074, 251.1196, 0, 0, 0, True, False, False
1.947383, -0.6926728, 0.9207132, -1.137992, 0.04154515, 1.151234, -0.137675, 0, 0, 0, 353.3753, 325.989, 358.8089, 301.2832, 76.83055, 265.095, 0, 0, 0, True, False, False
2.05355, -0.7112202, 0.9201692, -1.049998, 0.05426693, 1.100173, -0.1560734, 0, 0, 0, 346.884, 320.0811, 3.110481, 302.6599, 67.87266, 277.1811, 0, 0, 0, True, False, False
2.164555, -0.7180576, 0.9286547, -0.97445, 0.07492566, 1.059565, -0.1691385, 0, 0, 0, 347.631, 317.6481, 6.335911, 306.5362, 62.30285, 288.1395, 0, 0, 0, True, False, False
2.276234, -0.7132764, 0.9460489, -0.8931879, 0.09088516, 1.035711, -0.1747141, 0, 0, 0, 352.4427, 316.549, 8.988012, 307.9214, 59.48722, 294.9352, 0, 0, 0, True, False, False
2.387295, -0.6959005, 0.9766642, -0.8084561, 0.0952909, 1.026642, -0.1765712, 0, 0, 0, 1.60071, 314.8699, 12.92764, 308.1089, 58.89669, 296.4116, 0, 0, 0, True, False, False
2.498843, -0.684557, 1.016786, -0.7424872, 0.09054065, 1.020662, -0.176939, 0, 0, 0, 9.402568, 313.0312, 15.8897, 309.4962, 57.4292, 297.1021, 0, 0, 0, True, False, False
2.609141, -0.6808016, 1.05641, -0.6824107, 0.08175707, 1.018977, -0.1782633, 0, 0, 0, 12.83515, 309.427, 21.39936, 309.1082, 57.05706, 295.2115, 0, 0, 0, True, False, False
2.731329, -0.674973, 1.085063, -0.6388516, 0.07119989, 1.016136, -0.1807118, 0, 0, 0, 9.725501, 307.1308, 23.26308, 309.5989, 55.54581, 293.6774, 0, 0, 0, True, False, False
2.841995, -0.6653157, 1.087579, -0.613328, 0.06069326, 1.01482, -0.1806497, 0, 0, 0, 10.14097, 307.2654, 21.61942, 312.4252, 52.58255, 292.9678, 0, 0, 0, True, False, False
2.953594, -0.6532766, 1.072666, -0.5874193, 0.04502606, 1.01745, -0.1842335, 0, 0, 0, 11.09113, 305.9203, 16.38638, 313.3323, 50.1818, 290.2032, 0, 0, 0, True, False, False
3.064102, -0.6405557, 1.061914, -0.5573997, 0.02579808, 1.025235, -0.1847812, 0, 0, 0, 17.22388, 305.1152, 16.69706, 318.0079, 47.79763, 287.5556, 0, 0, 0, True, False, False
3.175953, -0.6333295, 1.044917, -0.5261499, 0.009387732, 1.038266, -0.1820415, 0, 0, 0, 16.23694, 304.5453, 15.63822, 318.3099, 48.33786, 282.9394, 0, 0, 0, True, False, False
3.286504, -0.6225797, 1.018177, -0.4898064, -0.004598618, 1.045528, -0.1859808, 0, 0, 0, 13.07743, 299.8066, 12.2917, 318.4341, 47.65413, 280.4733, 0, 0, 0, True, False, False
3.386819, -0.6179484, 0.9916756, -0.4597867, -0.01079106, 1.047513, -0.1892242, 0, 0, 0, 11.86528, 299.5931, 10.44692, 319.0634, 47.20081, 279.7568, 0, 0, 0, True, False, False
3.50874, -0.6165294, 0.9611871, -0.4309766, -0.009983063, 1.047805, -0.1922307, 0, 0, 0, 10.46356, 300.5098, 8.517526, 318.7507, 47.13818, 279.8294, 0, 0, 0, True, False, False
3.620218, -0.6123802, 0.9333394, -0.4032793, -0.005312681, 1.047979, -0.1950795, 0, 0, 0, 9.554599, 303.3551, 6.145182, 318.106, 47.74899, 279.9324, 0, 0, 0, True, False, False
3.730896, -0.6098008, 0.9091887, -0.3897232, 0.00162077, 1.04475, -0.1996426, 0, 0, 0, 12.5333, 310.2875, 5.230206, 317.4617, 48.23949, 280.5474, 0, 0, 0, True, False, False
3.841889, -0.6158347, 0.8913012, -0.3888751, 0.00807023, 1.037214, -0.2075202, 0, 0, 0, 18.21028, 314.604, 3.032702, 317.2236, 46.8137, 283.0881, 0, 0, 0, True, False, False
3.95376, -0.6230272, 0.8774173, -0.3924966, 0.012604, 1.028624, -0.214044, 0, 0, 0, 19.55968, 317.2229, 2.068161, 317.6941, 44.86016, 286.1633, 0, 0, 0, True, False, False
4.064759, -0.6271672, 0.8501782, -0.4052432, 0.01638079, 1.022863, -0.2201374, 0, 0, 0, 15.43811, 321.2036, 358.9824, 317.6752, 44.23921, 287.7491, 0, 0, 0, True, False, False
4.165431, -0.6317326, 0.8367324, -0.413596, 0.0173955, 1.021704, -0.2229719, 0, 0, 0, 10.81222, 327.373, 358.2977, 317.5054, 44.21352, 288.2275, 0, 0, 0, True, False, False
4.273639, -0.6260847, 0.8441023, -0.4134896, 0.0157516, 1.021973, -0.2239411, 0, 0, 0, 13.1917, 328.9115, 357.9684, 317.4582, 43.8939, 288.5203, 0, 0, 0, True, False, False
4.379935, -0.6051961, 0.8745847, -0.3941521, 0.0116291, 1.02281, -0.2265203, 0, 0, 0, 16.75403, 327.2395, 1.0836, 317.3088, 43.48748, 288.1946, 0, 0, 0, True, False, False
