/Data/20220412172943.csv
Time, Head.Position.x, Head.Position.y, Head.Position.z, rightHand.Position.x, rightHand.Position.y, rightHand.Position.z, leftHand.Position.x, leftHand.Position.y, leftHand.Position.z, Head.Rotation.x, Head.Rotation.y, Head.Rotation.z, rightHand.Rotation.x, rightHand.Rotation.y, rightHand.Rotation.z, leftHand.Rotation.x, leftHand.Rotation.y, leftHand.Rotation.z, Square, Triangle, Pentagon
0.3533334, -1.120962, 0.8015344, -0.5350999, -0.01253593, 0.7080785, -0.1372626, 0.2416725, 0.9281368, -0.6847787, 58.67869, 18.54684, 334.4885, 301.6996, 211.3856, 112.4237, 17.5085, 180.1335, 44.1271, True, False, False
0.4533553, -1.288755, 1.224765, 0.1097492, -0.01379859, 0.6850771, -0.1478567, 0.2222215, 0.9235822, -0.6879342, 73.19051, 133.283, 134.1039, 292.736, 207.4028, 117.778, 18.40335, 180.3262, 43.2761, True, False, False
0.5642486, -1.272447, 1.222581, 0.109102, -0.02080572, 0.6851829, -0.1430514, 0.2132485, 0.922039, -0.6829503, 75.59599, 129.1305, 132.8108, 288.7707, 207.7635, 123.1482, 19.2801, 180.7617, 42.89621, True, False, False
0.6643246, -1.267565, 1.220633, 0.09187008, -0.03717995, 0.6991888, -0.1196241, 0.2092116, 0.9204229, -0.6787019, 75.25272, 135.9695, 135.7144, 286.0162, 195.2811, 136.0076, 19.99261, 181.8637, 43.09816, True, False, False
0.7753752, -1.257794, 1.21782, 0.06375673, -0.03782129, 0.7008297, -0.1165645, 0.2092841, 0.9172579, -0.6773674, 76.91437, 133.4444, 130.8907, 284.8816, 195.3631, 136.2267, 20.93366, 182.3023, 42.51091, True, False, False
0.8755419, -1.246988, 1.219038, 0.05243067, -0.03804612, 0.6997442, -0.1168263, 0.2094957, 0.9164677, -0.6783288, 78.35619, 123.8836, 122.9211, 284.1589, 205.5307, 125.891, 21.62705, 181.9571, 42.58786, True, False, False
0.986719, -1.229694, 1.215346, 0.05091766, -0.03227544, 0.6945975, -0.1242867, 0.20897, 0.9156674, -0.6784158, 80.9234, 118.7451, 120.8838, 284.0107, 203.7227, 127.7962, 22.65192, 182.5379, 43.93274, True, False, False
1.087893, -1.223668, 1.212819, 0.03631606, -0.02540064, 0.6882968, -0.1339045, 0.2124752, 0.914114, -0.6778634, 80.31061, 132.7632, 132.3009, 284.0661, 203.6401, 127.8214, 25.3376, 181.9278, 46.23228, True, False, False
1.197606, -1.209751, 1.209224, 0.01972039, -0.02244067, 0.6852878, -0.1379912, 0.2271461, 0.9143193, -0.6754999, 82.64652, 128.332, 128.5183, 284.0131, 203.7205, 127.7206, 29.63685, 176.5258, 47.01318, True, False, False
1.297838, -1.190306, 1.207724, 0.024356, -0.02034819, 0.6830928, -0.1408739, 0.2538544, 0.9221008, -0.6709435, 84.58532, 108.8224, 113.2749, 283.9435, 203.8788, 127.5542, 35.62213, 171.4659, 51.23259, True, False, False
1.408573, -1.181273, 1.200092, 0.02334074, -0.01948094, 0.6822364, -0.1421971, 0.2964504, 0.9343978, -0.6619501, 86.86169, 111.6565, 116.8305, 283.8682, 203.908, 127.5256, 36.4689, 167.9612, 55.69902, True, False, False
1.520136, -1.17884, 1.196681, 0.0115708, -0.01886797, 0.6818215, -0.1429605, 0.3435771, 0.9452772, -0.6351459, 84.93465, 176.0125, 179.9872, 283.809, 203.891, 127.5415, 38.92758, 170.8177, 62.74814, True, False, False
1.630864, -1.179165, 1.195787, -0.0006602348, -0.0187031, 0.6816307, -0.1430969, 0.4061947, 0.9733934, -0.6028984, 82.66853, 184.6757, 186.0588, 283.7571, 204.0531, 127.3667, 37.16207, 172.9155, 67.75685, True, False, False
1.741669, -1.181738, 1.194985, -0.01014729, -0.01819694, 0.6812006, -0.1437175, 0.4556379, 0.9966824, -0.5948124, 84.72095, 181.9671, 182.8726, 283.7271, 204.0795, 127.3467, 37.13428, 177.9589, 75.88576, True, False, False
