/Data/20220413164456.csv
Time, Head.Position.x, Head.Position.y, Head.Position.z, rightHand.Position.x, rightHand.Position.y, rightHand.Position.z, leftHand.Position.x, leftHand.Position.y, leftHand.Position.z, Head.Rotation.x, Head.Rotation.y, Head.Rotation.z, rightHand.Rotation.x, rightHand.Rotation.y, rightHand.Rotation.z, leftHand.Rotation.x, leftHand.Rotation.y, leftHand.Rotation.z, Square, Triangle, Pentagon
0.1544958, -0.6552743, 0.9298484, -1.216313, 0.08065403, 1.172109, -0.6806343, -0.01280999, 1.157344, -0.7099597, 22.53171, 13.93443, 56.57924, 345.4312, 44.21394, 254.9147, 2.43014, 273.4195, 98.21017, True, False, False
0.2578839, -0.6961581, 1.102892, -1.082303, 0.08467889, 1.173766, -0.682054, -0.006786942, 1.163557, -0.7085392, 56.86756, 358.2226, 59.90665, 351.8307, 48.84579, 250.7297, 3.960505, 273.0651, 100.6062, True, False, False
0.3688621, -0.6771387, 1.136698, -1.070222, 0.08615601, 1.175585, -0.6818073, -0.004774451, 1.166018, -0.7088232, 60.71352, 347.0302, 42.59617, 352.8366, 49.00424, 249.8995, 4.34864, 272.5807, 101.3053, True, False, False
0.4794788, -0.6331508, 1.179927, -1.078, 0.09702098, 1.178648, -0.6712108, -0.01348984, 1.168147, -0.7115514, 59.04828, 347.4758, 28.74401, 347.3567, 57.79283, 249.2814, 1.914821, 266.1114, 102.8156, True, False, False
0.5824336, -0.6005307, 1.222384, -1.090301, 0.0981791, 1.175437, -0.6690245, -0.004794002, 1.168921, -0.7135162, 58.05696, 352.5449, 27.2973, 354.8397, 58.83015, 249.2408, 7.992353, 265.4156, 107.6466, True, False, False
0.6903931, -0.5571293, 1.261242, -1.122605, 0.08839524, 1.174264, -0.6726956, 0.006943226, 1.171051, -0.7128019, 56.57706, 356.7467, 13.61055, 355.9479, 53.10544, 252.3924, 6.645755, 263.2048, 107.3209, True, False, False
0.7905435, -0.535126, 1.30092, -1.143742, 0.08885455, 1.171663, -0.6719606, 0.006518126, 1.167002, -0.7098825, 59.35867, 14.09859, 28.61131, 357.5012, 53.78237, 252.0914, 7.809517, 266.8149, 106.4933, True, False, False
0.902247, -0.4957656, 1.331885, -1.174105, 0.09289515, 1.174419, -0.6708903, 0.002417803, 1.167992, -0.7052402, 66.0172, 46.20581, 63.93476, 359.9475, 52.25178, 250.8635, 8.001998, 269.4877, 107.4836, True, False, False
1.013744, -0.4563118, 1.347219, -1.194861, 0.08941305, 1.178859, -0.6792073, 0.003678679, 1.172324, -0.7031415, 61.87106, 62.5165, 80.85352, 355.9962, 54.49258, 248.7636, 7.089217, 268.6264, 108.5708, True, False, False
1.123385, -0.4445153, 1.343291, -1.203305, 0.09102571, 1.179307, -0.6795766, 0.003111959, 1.174384, -0.705174, 57.07812, 50.22635, 69.69633, 358.4641, 56.27206, 248.0728, 4.691718, 264.1439, 108.3598, True, False, False
