/Data/20220325141724.csv
Time, Head.Position.x, Head.Position.y, Head.Position.z, rightHand.Position.x, rightHand.Position.y, rightHand.Position.z, leftHand.Position.x, leftHand.Position.y, leftHand.Position.z, Head.Rotation.x, Head.Rotation.y, Head.Rotation.z, rightHand.Rotation.x, rightHand.Rotation.y, rightHand.Rotation.z, leftHand.Rotation.x, leftHand.Rotation.y, leftHand.Rotation.z, Square, Triangle, Pentagon
0.2563944, -0.0005728863, -0.001370162, -0.01575212, 0, 0, 0, 0, 0, 0, 350.6763, 359.843, 358.7596, 0, 0, 0, 0, 0, 0, True, False, False
0.3626241, -0.001997896, 0.0004689314, -0.01799408, 0, 0, 0, 0, 0, 0, 350.5505, 359.8456, 358.907, 0, 0, 0, 0, 0, 0, True, False, False
0.4629685, -0.001839686, 0.0003783368, -0.01779461, 0, 0, 0, 0, 0, 0, 350.5496, 359.8562, 358.8991, 0, 0, 0, 0, 0, 0, True, False, False
0.5734375, -0.001870446, 0.0004144951, -0.01778154, 0, 0, 0, 0, 0, 0, 350.5558, 359.87, 358.9195, 0, 0, 0, 0, 0, 0, True, False, False
0.6740951, -0.001942895, 0.0005354132, -0.01789348, 0, 0, 0, 0, 0, 0, 350.5476, 359.8699, 358.9321, 0, 0, 0, 0, 0, 0, True, False, False
0.7845808, -0.00183234, 0.00039565, -0.01767965, 0, 0, 0, 0, 0, 0, 350.5317, 359.8656, 358.9504, 0, 0, 0, 0, 0, 0, True, False, False
0.8950242, -0.002099205, 0.000419508, -0.01787337, 0, 0, 0, 0, 0, 0, 350.529, 359.8695, 358.9319, 0, 0, 0, 0, 0, 0, True, False, False
0.9959083, -0.0019724, 0.0005854212, -0.01784354, 0, 0, 0, 0, 0, 0, 350.5289, 359.8448, 358.9355, 0, 0, 0, 0, 0, 0, True, False, False
1.106584, -0.002049666, 0.0006850709, -0.01786782, 0, 0, 0, 0, 0, 0, 350.4947, 359.8522, 358.9334, 0, 0, 0, 0, 0, 0, True, False, False
1.207361, -0.002133526, 0.0005859649, -0.01806549, 0, 0, 0, 0, 0, 0, 350.4839, 359.8649, 358.9464, 0, 0, 0, 0, 0, 0, True, False, False
1.317582, -0.002211034, 0.0005862936, -0.01827576, 0, 0, 0, 0, 0, 0, 350.4889, 359.8714, 358.9501, 0, 0, 0, 0, 0, 0, True, False, False
1.417616, -0.00205788, 0.0004707917, -0.01811167, 0, 0, 0, 0, 0, 0, 350.5042, 359.8748, 358.9485, 0, 0, 0, 0, 0, 0, True, False, False
1.517882, -0.002078552, 0.000647604, -0.01807912, 0, 0, 0, 0, 0, 0, 350.5204, 359.8773, 358.9669, 0, 0, 0, 0, 0, 0, True, False, False
1.618026, -0.002334379, 0.001025241, -0.01848327, 0, 0, 0, 0, 0, 0, 350.5185, 359.8819, 358.9605, 0, 0, 0, 0, 0, 0, True, False, False
1.729327, -0.00217646, 0.001157002, -0.0185044, 0, 0, 0, 0, 0, 0, 350.5302, 359.8816, 358.9649, 0, 0, 0, 0, 0, 0, True, False, False
1.839648, -0.002579365, 0.001404791, -0.01870702, 0, 0, 0, 0, 0, 0, 350.5102, 359.8759, 358.9649, 0, 0, 0, 0, 0, 0, True, False, False
1.940329, -0.002454899, 0.001170385, -0.01859652, 0, 0, 0, 0, 0, 0, 350.5211, 359.8888, 358.9613, 0, 0, 0, 0, 0, 0, True, False, False
2.050889, -0.002491545, 0.001229863, -0.01851794, 0, 0, 0, 0, 0, 0, 350.5151, 359.8885, 358.9692, 0, 0, 0, 0, 0, 0, True, False, False
2.15217, -0.002521962, 0.001259902, -0.01872611, 0, 0, 0, 0, 0, 0, 350.5077, 359.89, 358.973, 0, 0, 0, 0, 0, 0, True, False, False
2.262361, -0.002616927, 0.00151335, -0.01892796, 0, 0, 0, 0, 0, 0, 350.4698, 359.8773, 358.9769, 0, 0, 0, 0, 0, 0, True, False, False
2.372911, -0.002711855, 0.001673073, -0.01905678, 0, 0, 0, 0, 0, 0, 350.4661, 359.8775, 358.9916, 0, 0, 0, 0, 0, 0, True, False, False
2.483747, -0.002862971, 0.001792519, -0.0192503, 0, 0, 0, 0, 0, 0, 350.4698, 359.8681, 358.9904, 0, 0, 0, 0, 0, 0, True, False, False
2.584092, -0.00273687, 0.001696038, -0.01912008, 0, 0, 0, 0, 0, 0, 350.4525, 359.8645, 358.9942, 0, 0, 0, 0, 0, 0, True, False, False
2.695259, -0.002769575, 0.001626811, -0.01913239, 0, 0, 0, 0, 0, 0, 350.4614, 359.8693, 359.0118, 0, 0, 0, 0, 0, 0, True, False, False
2.795841, -0.002826441, 0.001623848, -0.0191675, 0, 0, 0, 0, 0, 0, 350.449, 359.8716, 359.0135, 0, 0, 0, 0, 0, 0, True, False, False
2.90568, -0.002900358, 0.001822507, -0.01926463, 0, 0, 0, 0, 0, 0, 350.4483, 359.8725, 359.0146, 0, 0, 0, 0, 0, 0, True, False, False
3.006418, -0.003031872, 0.001924899, -0.01947618, 0, 0, 0, 0, 0, 0, 350.4284, 359.85, 359.0045, 0, 0, 0, 0, 0, 0, True, False, False
3.117226, -0.003085516, 0.002026787, -0.01950317, 0, 0, 0, 0, 0, 0, 350.4186, 359.8593, 359.0086, 0, 0, 0, 0, 0, 0, True, False, False
3.227795, -0.003116906, 0.002077506, -0.01956766, 0, 0, 0, 0, 0, 0, 350.4267, 359.8589, 359.0184, 0, 0, 0, 0, 0, 0, True, False, False
3.328051, -0.003099162, 0.002270356, -0.01968825, 0, 0, 0, 0, 0, 0, 350.4118, 359.8586, 359.0285, 0, 0, 0, 0, 0, 0, True, False, False
3.439049, -0.003132533, 0.002240984, -0.01979064, 0, 0, 0, 0, 0, 0, 350.4116, 359.865, 359.0352, 0, 0, 0, 0, 0, 0, True, False, False
3.541144, -0.003123026, 0.00223182, -0.01982554, 0, 0, 0, 0, 0, 0, 350.3973, 359.8632, 359.0274, 0, 0, 0, 0, 0, 0, True, False, False
3.650188, -0.003163002, 0.002228222, -0.01961468, 0, 0, 0, 0, 0, 0, 350.3871, 359.8518, 359.0355, 0, 0, 0, 0, 0, 0, True, False, False
3.761078, -0.003080234, 0.002099937, -0.01953881, 0, 0, 0, 0, 0, 0, 350.3806, 359.8415, 359.0328, 0, 0, 0, 0, 0, 0, True, False, False
3.863199, -0.003029693, 0.002155554, -0.01949074, 0, 0, 0, 0, 0, 0, 350.3744, 359.8434, 359.0439, 0, 0, 0, 0, 0, 0, True, False, False
3.972997, -0.003070448, 0.002052086, -0.01966743, 0, 0, 0, 0, 0, 0, 350.3531, 359.8405, 359.0294, 0, 0, 0, 0, 0, 0, True, False, False
4.082624, -0.0031331, 0.002246619, -0.01964341, 0, 0, 0, 0, 0, 0, 350.3411, 359.8394, 359.041, 0, 0, 0, 0, 0, 0, True, False, False
